issued,describedByType,systemOfRecords,references,landingPage,title,theme,spatial,programCode,describedBy,description,language,isPartOf,bureauCode,contactPoint,accessLevel,publisher,keyword,license,rights,modified,accrualPeriodicity,dataQuality,distribution,identifier
2013-04-26,,,['http://marketnews.usda.gov/'],,Livestock and Grain Market News Search,,United States,['005:047'],,"The primary function of the Livestock, Poultry, and Grain Market News Division of the Livestock, Poultry and Seed Program  is to compile and disseminate information that will aid producers, consumers, and distributors in the sale and purchase of livestock and grain and their related products nationally and internationally.",,,['005:45'],"{'hasEmail': 'mailto:WASH.LGMN@AMS.USDA.GOV', '@type': 'vcard:Contact', 'fn': 'Rick Tanger'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service, Department of Agriculture'}","['Beans', 'Beef', 'By-products', 'Calves', 'Cattle', 'Feeder Pigs', 'Feedstuff', 'Goats', 'Grain', 'Grain Basis', 'Hay', 'Hogs', 'Lamb', 'Lentils', 'Offal', 'Peas', 'Pork', 'Retail', 'Sheep', 'and bioenergy', 'biodiesel', 'co-products', 'ethanol', 'feedstuffs', 'pulses', 'red meats', 'wool']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,R/P1D,,"[{'downloadURL': 'http://marketnews.usda.gov/', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Web Page'}]",USDA-29211
2005-05-01,,,['http://apps.ams.usda.gov/USDAMIB/Main/UserGuide.aspx'],,Milk Marketing Order Statistics,,National,['005:047'],http://apps.ams.usda.gov/USDAMIB/Main/Glossary.aspx,"The statistical data generated through the administration of the Federal milk order program is recognized widely as one of the benefits of this program. These data provide comprehensive and accurate information on milk supplies, utilization, and sales, as well as class prices established under the orders and prices paid to dairy farmers (producers). The sources of this data are monthly reports of receipts and utilization, producer payroll reports, and reports of nonpool handlers filed by milk processors (handlers) subject to the provisions of the various milk orders. The local market administrator (MA) uses these reports to determine pool obligations under the order and to verify proper payments to producers. Auditors employed by the MA review handler records to assure the accuracy of reported information. Reporting errors are corrected; if necessary, pool obligations are revised.

After the pool obligations have been determined the local market administrator summarizes the individual handler reports and submits a series of order summary reports to the Market Information Branch (MIB) in Dairy Programs. The MIB summarizes the individual order data and disseminates this information via monthly, bimonthly, and annual releases or publications. Since milk marketing order statistics are based on reports filed by the population of possible reporting firms and not a sample, these statistics are comprehensive. Also, since these individual firm reports are subject to audit and verification, these statistics are accurate.

The Federal milk order statistics database contains historical information, beginning in January 2000, generated by the administration of the Federal milk order program. Most of the information in the database has been published previously by the Market Information Branch in Dairy Programs either on its web site or in the Dairy Market News Report. New users are encouraged to use the ""User Guide"" to learn how to navigate the search screens.  If you are interested in a description of the Federal milk order statistics program, or want current data, in ready made table form, use the ""Current Information"" link.",,,['005:45'],"{'hasEmail': 'mailto:sarah.buikema@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Sarah Buikemah'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service, Department of Agriculture'}","['Butterfat', 'Class 1', 'Differential', 'Federal', 'Market', 'Milk', 'NASS', 'Order', 'Statistics', 'Uniform Price']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-02-26,R/P1M,,"[{'downloadURL': 'http://apps.ams.usda.gov/USDAMIB/Main/Welcome.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Web Page'}]",USDA-2640
,,,,,Monthly Brazilian Soybean Export Truck Transportation Cost Index,,,['005:047'],,Shows 2003 to present monthly average costs of shipping a metric ton of Brazilian soybeans per 100 miles by Historical truck. This is table 8 of the Brazil Soybean Transportation report.,,,['005:45'],"{'hasEmail': 'mailto:delmy.salin@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Delmy L. Salin'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['Barcarena', 'Brazil', 'Itaituba', 'Paranagu\xc3\xa1', 'Porto Velho', 'Rio Grande', 'Santar\xc3\xa9m', 'Santos', 'S\xc3\xa3o Lu\xc3\xads', 'export truck rates', 'ports', 'soybeans', 'transportation cost']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-09-21,,,"[{'description': 'Shows 2003 to present monthly average costs of shipping a metric ton of Brazilian soybeans per 100 miles by Historical truck. This is table 8 of the Brazil Soybean Transportation report.', 'format': 'application/Excel', 'title': 'Monthly Brazilian Soybean Export Truck Transportation Cost Index', 'mediaType': 'application/vnd.openxmlformats-officedocument.spreadsheetml.sheet', 'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/Brazil_Qtr2_Table_8.xlsx', '@type': 'dcat:Distribution'}]",usda-ams-2015-N036
,,,,,National Community-Supported Agriculture Directory,,,['005:047'],,The CSA Directory lists farm or network/association of multiple farms that offer consumers regular (usually weekly) deliveries of locally-grown farm products during one or more harvest season(s) on a subscription or membership basis. Customers have access to a selected share or range of farm products offered by a single farm or group of farmers based on partial or total advance payment of a subscription or membership fee.,,,['005:45'],"{'hasEmail': 'mailto:directoryupdates@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Ed Ragland'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['CSA', 'Community', 'Supported']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-10-19,,,"[{'description': 'The CSA Directory lists farm or network/association of multiple farms that offer consumers regular (usually weekly) deliveries of locally-grown farm products during one or more harvest season(s) on a subscription or membership basis. Customers have access to a selected share or range of farm products offered by a single farm or group of farmers based on partial or total advance payment of a subscription or membership fee.', 'format': 'application/excel', 'title': 'National Community-Supported Agriculture Directory', 'mediaType': 'application/vnd.ms-excel', 'downloadURL': 'http://search.ams.usda.gov/CSA/ExcelExport.aspx', '@type': 'dcat:Distribution'}]",usda-ams-2015-N038
2014-07-02,,,['http://www.ams.usda.gov/local-food-directories/farmersmarkets'],,National Farmers Market Directory,,United States,['005:047'],http://www.ams.usda.gov/local-food-directories/farmersmarkets,"The USDA National Farmers Market Directory, maintained by AMS Marketing Services, is designed to provide members of the public with convenient access to information about U.S. farmers market locations, directions, operating times, product offerings, and accepted forms of payment. Market information included in the Directory is voluntary and self-reported to AMS by market managers, representatives from State farmers market agencies and associations, and other key market personnel.",,,['005:45'],"{'hasEmail': 'mailto:DirectoryUpdates@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Ed Ragland'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service, Department of Agriculture'}","['directory', 'farmers market', 'local food']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,R/PT1S,,"[{'downloadURL': 'http://search.ams.usda.gov/farmersmarkets/', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Web Page'}]",USDA-29231
,,,,,National Food Hub Directory,,,['005:047'],,"The Food Hub Directory lists businesses or organizations that actively manage the aggregation, distribution, and marketing of source-identified food products to multiple buyers from multiple producers, primarily local and regional producers, to strengthen the ability of these producers to satisfy local and regional wholesale, retail, and institutional demand.",,,['005:45'],"{'hasEmail': 'mailto:directoryupdates@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Ed Ragland'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['aggregation', 'collection point', 'food hub']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-10-19,,,"[{'description': 'The Food Hub Directory lists businesses or organizations that actively manages the aggregation, distribution, and marketing of source-identified food products to multiple buyers from multiple producers, primarily local and regional producers, to strengthen the ability of these producers to satisfy local and regional wholesale, retail, and institutional demand.', 'format': 'application/excel', 'title': 'National Food Hub Directory', 'mediaType': 'application/vnd.ms-excel', 'downloadURL': 'http://search.ams.usda.gov/foodhubs/ExcelExport.aspx', '@type': 'dcat:Distribution'}]",usda-ams-2015-N040
,,,,,National On-Farm Market Directory,,,['005:047'],,The On-Farm Market Directory lists markets managed by a single farm operator that sells agricultural and/or horticultural products directly to consumers from a location on their farm property or on property adjacent to that farm.,,,['005:45'],"{'hasEmail': 'mailto:directoryupdates@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Ed Ragland'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['Farm market', 'farm', 'market', 'pick-your-own']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-10-19,,,"[{'description': 'The On-Farm Market Directory lists markets managed by a single farm operator that sells agricultural and/or horticultural products directly to consumers from a location on their farm property or on property adjacent to that farm.', 'format': 'application/excel', 'title': 'National On-Farm Market Directory', 'mediaType': 'application/vnd.ms-excel', 'downloadURL': 'http://search.ams.usda.gov/onfarmmarkets/ExcelExport.aspx', '@type': 'dcat:Distribution'}]",usda-ams-2015-N039
,,,,,National Summary Of Meats Graded by Month for February,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Nita.Worley@usda.gov', '@type': 'vcard:Contact', 'fn': 'Nita Worley'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Choice', 'February', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSmn02gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'February Tonnage Report'}]",USDA-AMS-2015-N002
,,,,,National Summary Of Meats Graded by Month for March,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Nita.Worley@usda.gov', '@type': 'vcard:Contact', 'fn': 'Nita Worley'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Choice', 'Grade', 'Grading', 'March', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSmn03gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'March Tonnage Report'}]",USDA-AMS-2015-N003
,,,,,National Summary of Meats Graded - Calendar Year 2010,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Calendar Year 2010', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNCY10gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'CALENDAR YEAR 2010 Tonage Report'}]",USDA-AMS-2015-N022
,,,,,National Summary of Meats Graded - Calendar Year 2011,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA', 'calendar year 2011']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNCY11gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Calendar Year 2011 Tonnage Report'}]",USDA-AMS-2015-N021
,,,,,National Summary of Meats Graded - Calendar Year 2012,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Calendar Year 2012', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNCY12gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Calendar Year 2012 Tonnage Report'}]",USDA-AMS-2015-N020
,,,,,National Summary of Meats Graded - Calendar Year 2013,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Calendar Year 2013', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNCY13gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Calendar Year 2013 Tonnage Report'}]",USDA-AMS-2015-N019
,,,,,National Summary of Meats Graded - Calendar Year 2014,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA', 'Year 2014']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNCY14gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Calendar Year 2014 Tonnage Report'}]",USDA-AMS-2015-N018
,,,,,National Summary of Meats Graded - Fiscal Year 2010,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['2010', 'AMS', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNFY10gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'FY10 Tonnage Report'}]",USDA-AMS-2015-N017
,,,,,National Summary of Meats Graded - Fiscal Year 2011,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['AMS', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNFY11gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'FY11 Tonnage Report'}]",USDA-AMS-2015-N016
,,,,,National Summary of Meats Graded - Fiscal Year 2012,,,['005:047'],,Summary reports of the volume of meat graded for quality by the USDA Agricultural Marketing Service.,,,['005:45'],"{'hasEmail': 'mailto:Jennifer.Porter@ams.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Porter'}",public,"{'@type': 'org:Organization', 'name': 'Agricultural Marketing Service'}","['2012', 'AMS', 'Choice', 'Grade', 'Grading', 'Prime', 'Select', 'Tonnage', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-08-28,,,"[{'downloadURL': 'http://www.ams.usda.gov/sites/default/files/media/LSMNFY12gradingsummary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'FY12 Tonnage Report'}]",USDA-AMS-2015-N015
